index,order_id,date,status,fulfilment,sales_channel,ship-service-level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b,fulfilled-by
7855,406-6056953-4196359,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET339,SET339-KR-NP-L,Set,L,B09RT3BBJZ,Shipped,1,INR,654.0,UNCHAHAR,UTTAR PRADESH,229406.0,IN,False,Easy Ship
7856,402-8249323-7057946,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,Gurugram,HARYANA,122002.0,IN,False,Easy Ship
7857,402-8806443-2757122,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-A-XXXL,Western Dress,3XL,B09TH2YML8,Shipped,1,INR,771.0,KARIMNAGAR,TELANGANA,505001.0,IN,False,Easy Ship
7858,402-8806443-2757122,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0376,J0376-SKD-M,Set,M,B09QJ3DYHK,Shipped,1,INR,999.0,KARIMNAGAR,TELANGANA,505001.0,IN,False,Easy Ship
7863,407-1160176-9483513,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3363,JNE3363-KR-1032-XXXL,kurta,3XL,B07T1XDM5P,Shipped,1,INR,376.0,GANGAWATI,KARNATAKA,583227.0,IN,False,Easy Ship
7870,406-9337167-3378733,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0106,J0106-KR-M,Western Dress,M,B08PVTPCZ3,Shipped,1,INR,999.0,BENGALURU,KARNATAKA,560076.0,IN,False,Easy Ship
7874,408-5769876-3207532,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-XS,Western Dress,XS,B09SDXPHNC,Shipped,1,INR,771.0,KAVALI,ANDHRA PRADESH,524201.0,IN,False,Easy Ship
7881,402-7620991-2098739,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Shipped,1,INR,1186.0,BENGALURU,KARNATAKA,560037.0,IN,False,Easy Ship
7884,408-6561851-7993926,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET364,SET364-KR-NP-M,Set,M,B09QJ4HQ1G,Shipped,1,INR,0.0,Bengaluru,KARNATAKA,560008.0,IN,False,Easy Ship
7886,402-5108099-4292344,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0008,J0008-SKD-XXXL,Set,3XL,B0894X8ND7,Shipped,1,INR,1133.0,NAGERCOIL,TAMIL NADU,629003.0,IN,False,Easy Ship
7891,407-1988483-9693951,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5010,MEN5010-KR-M,kurta,M,B08YZ1LYHJ,Shipped,1,INR,462.0,Mumbai,MAHARASHTRA,400050.0,IN,False,Easy Ship
7904,404-9273211-0724339,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0164,J0164-DR-XXL,Ethnic Dress,XXL,B08QGNJVKR,Shipped,1,INR,388.0,PUNE,MAHARASHTRA,411060.0,IN,False,Easy Ship
7906,404-7544673-6835568,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-S,Set,S,B09NQ4CZ65,Shipped,1,INR,597.0,VIJAYAWADA,ANDHRA PRADESH,520012.0,IN,False,Easy Ship
7907,403-6176534-4289937,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,RIICO INDUSTRIAL AREA NEEMRANA,RAJASTHAN,301705.0,IN,False,Easy Ship
7913,171-2558524-7975525,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-XXXL,Set,3XL,B08B3XS7ST,Shipped,1,INR,759.0,KURNOOL,ANDHRA PRADESH,518001.0,IN,False,Easy Ship
7916,408-9529971-4202735,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3515,JNE3515-KR-M,kurta,M,B09811GCYY,Shipped,1,INR,459.0,KOLKATA,WEST BENGAL,700153.0,IN,False,Easy Ship
7917,406-1369623-1984362,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET269,SET269-KR-NP-XXXL,Set,3XL,B0983FSRFS,Shipped,1,INR,824.0,GURUGRAM,HARYANA,122001.0,IN,False,Easy Ship
7921,171-7872012-5057163,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0341,J0341-DR-XL,Western Dress,XL,B099NQJZPQ,Shipped,1,INR,744.0,MUMBAI,MAHARASHTRA,400078.0,IN,False,Easy Ship
7922,407-2993447-2560362,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3560,JNE3560-KR-S,kurta,S,B08PCTRGGR,Shipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400076.0,IN,False,Easy Ship
7929,402-7160245-1790764,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3291,JNE3291-KR-XXXL,kurta,3XL,B07R5XKXL4,Shipped,1,INR,442.0,CHENNAI,TAMIL NADU,600023.0,IN,False,Easy Ship
7930,404-0666105-3601963,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXXL,kurta,3XL,B09HMHM56Y,Shipped,1,INR,517.0,GURUGRAM,HARYANA,122004.0,IN,False,Easy Ship
7934,407-6366747-8833902,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,MEN5024,MEN5024-KR-S,kurta,S,B08YZ2C6PY,Shipped,1,INR,475.0,SANGAREDDY,TELANGANA,502001.0,IN,False,Easy Ship
7942,402-6652330-6817942,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-M,Set,M,B09RKDPHFP,Shipped,1,INR,1399.0,KARIMNAGAR,TELANGANA,505001.0,IN,False,Easy Ship
7943,405-1478438-4790741,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW039,NW039-TP-SR-M,Set,M,B09M75MQ8M,Shipped,1,INR,495.0,NEW DELHI,DELHI,110052.0,IN,False,Easy Ship
7947,407-0717752-0599559,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET405,SET405-KR-NP-S,Set,S,B09QJ35SR5,Shipped,1,INR,725.0,BELAGAVI,KARNATAKA,590003.0,IN,False,Easy Ship
7955,406-2857292-8193966,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399.0,BIJPUR,UTTAR PRADESH,231223.0,IN,False,Easy Ship
7957,408-7895539-5456358,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3571,JNE3571-KR-XS,kurta,XS,B09B2GM8LV,Shipped,1,INR,487.0,DHARAMSALA,HIMACHAL PRADESH,176215.0,IN,False,Easy Ship
7966,403-6510905-4842722,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XXXL,kurta,3XL,B09HMTKV2L,Shipped,1,INR,399.0,LUCKNOW,UTTAR PRADESH,226012.0,IN,False,Easy Ship
7972,403-9331854-8761960,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0414,J0414-DR-L,Western Dress,L,B09TY2MHH6,Shipped,1,INR,885.0,RAE BARELI,UTTAR PRADESH,229001.0,IN,False,Easy Ship
7974,405-0860245-2285150,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3449,JNE3449-KR-XL,kurta,XL,B08BFL5B9S,Shipped,1,INR,319.0,Guntur,ANDHRA PRADESH,500025.0,IN,False,Easy Ship
7975,171-4447739-0953129,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-M,kurta,M,B079WX69ZM,Shipped,1,INR,495.0,KOTA,RAJASTHAN,324002.0,IN,False,Easy Ship
7978,171-6092740-7321121,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0119,J0119-TP-XXL,Top,XXL,B08RYRBZPC,Shipped,1,INR,540.0,MALWAN,MAHARASHTRA,416606.0,IN,False,Easy Ship
7979,403-8493692-2797905,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET388,SET388-KR-NP-L,Set,L,B09QJLFDRK,Shipped,1,INR,1260.0,SITAPUR,UTTAR PRADESH,261001.0,IN,False,Easy Ship
7980,403-3751531-5225915,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-M,Set,M,B0894XH3LN,Shipped,1,INR,654.0,KOLKATA,WEST BENGAL,700052.0,IN,False,Easy Ship
7981,404-1943529-1201954,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0139,J0139-KR-XXL,kurta,XXL,B091XYDRMV,Shipped,1,INR,399.0,KOLKATA,WEST BENGAL,700103.0,IN,False,Easy Ship
7984,408-3135844-5659522,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET402,SET402-KR-NP-XXXL,Set,3XL,B09VC5Z5Z7,Shipped,1,INR,1149.0,CHAKMANO,UTTAR PRADESH,276306.0,IN,False,Easy Ship
7987,408-5999153-2785923,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3348,JNE3348-KR-XS,kurta,XS,B07ZYT3LTD,Shipped,1,INR,419.0,DOHAD,Gujarat,389151.0,IN,False,Easy Ship
7988,406-9416652-3100347,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET110,SET110-KR-PP-XXXL,Set,3XL,B0822TCBKH,Shipped,1,INR,788.0,MUMBAI,MAHARASHTRA,400022.0,IN,False,Easy Ship
7990,408-7622627-2189166,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3881,JNE3881-DR-XXXL,Western Dress,3XL,B09VC3ST6H,Shipped,1,INR,825.0,MUMBAI,MAHARASHTRA,400093.0,IN,False,Easy Ship
7996,402-7245649-8137927,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0339,J0339-DR-XXXL,Western Dress,3XL,B09831N6TV,Shipped,1,INR,744.0,Mumbai,MAHARASHTRA,400093.0,IN,False,Easy Ship
7998,407-0008101-1071512,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET144,SET144-KR-NP-XS,Set,XS,B0822RTHVK,Shipped,1,INR,788.0,NEW DELHI,DELHI,110041.0,IN,False,Easy Ship
8000,407-2801932-4210736,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET392,SET392-KR-NP-XXL,Set,XXL,B09RKF8T2M,Shipped,1,INR,751.0,DHAMPUR,UTTAR PRADESH,246761.0,IN,False,Easy Ship
8002,402-9521259-0941153,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0013,J0013-SKD-XXL,Set,XXL,B08CMRGFFJ,Shipped,1,INR,1099.0,BENGALURU,KARNATAKA,560099.0,IN,False,Easy Ship
8008,408-3566781-1126716,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690.0,SIKANDERPUR BALLIA DISTRICT,UTTAR PRADESH,277303.0,IN,False,Easy Ship
8011,404-2749320-1121968,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,THIRUVANANTHAPURAM,KERALA,695002.0,IN,False,Easy Ship
8015,404-6589908-8829131,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XXL,Set,XXL,B0894XKVH3,Shipped,1,INR,654.0,AMRITSAR,PUNJAB,143001.0,IN,False,Easy Ship
8019,407-4578416-6637914,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3865,JNE3865-TP-L,Top,L,B09TZSN6PK,Shipped,1,INR,599.0,RAWATBHATA,RAJASTHAN,323307.0,IN,False,Easy Ship
8022,407-3083828-4153154,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,Sangli Miraj Kupwad,MAHARASHTRA,416414.0,IN,False,Easy Ship
8025,405-7638960-8592347,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0335,J0335-DR-XS,Western Dress,XS,B0982ZB89B,Shipped,1,INR,807.0,New Delhi,New Delhi,110024.0,IN,False,Easy Ship
8028,405-7749342-7316331,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW001,NW001-TP-PJ-L,Set,L,B0922S6GWB,Shipped,1,INR,563.0,PURI,ODISHA,752001.0,IN,False,Easy Ship
8029,405-3596304-5102746,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0396,J0396-DR-XL,Western Dress,XL,B09SDX82TT,Shipped,1,INR,859.0,JAIPUR,RAJASTHAN,302029.0,IN,False,Easy Ship
8030,408-6823642-2199501,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3463,JNE3463-KR-M,kurta,M,B08RP6K224,Shipped,1,INR,534.0,PARAVAI,TAMIL NADU,625402.0,IN,False,Easy Ship
8034,404-3699689-5069950,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0184,J0184-KR-XXL,kurta,XXL,B08TZJPCCB,Shipped,1,INR,382.0,BALLARI,KARNATAKA,583101.0,IN,False,Easy Ship
8036,405-3570441-6309904,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3660,JNE3660-TP-N-XXL,Top,XXL,B08ZJFBFBL,Shipped,1,INR,391.0,New Delhi,DELHI,110016.0,IN,False,Easy Ship
8037,408-2736639-7747523,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-L,Top,L,B099S6795L,Shipped,1,INR,493.0,NEW TOWN,WEST BENGAL,700136.0,IN,False,Easy Ship
8039,408-4798027-4181939,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-XXXL,kurta,3XL,B09K3X5D97,Shipped,1,INR,459.0,COIMBATORE,TAMIL NADU,641664.0,IN,False,Easy Ship
8045,402-0116330-3106749,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3787,JNE3787-KR-S,kurta,S,B09RKBXM5B,Shipped,1,INR,487.0,KHARGONE,MADHYA PRADESH,451001.0,IN,False,Easy Ship
8048,405-2375069-2985168,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3457,JNE3457-KR-S,kurta,S,B08BF8HVPS,Shipped,1,INR,333.0,THRISSUR,KERALA,680022.0,IN,False,Easy Ship
8057,405-5596594-3346703,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET322,SET322-KR-SHA-M,Set,M,B09RKDCHPH,Shipped,1,INR,1099.0,BISHAMA KATAK,ODISHA,765019.0,IN,False,Easy Ship
8059,403-6965788-2715558,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET378,SET378-KR-NP-XXXL,Set,3XL,B09RKDY38X,Shipped,1,INR,1221.0,CALANGUTE,GOA,403516.0,IN,False,Easy Ship
8061,405-1910577-9945965,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5031,MEN5031-KR-XXL,kurta,XXL,B08YYZHYXT,Shipped,1,INR,549.0,"Chandur Railway, dist - Amravati",MAHARASHTRA,444904.0,IN,False,Easy Ship
8062,408-4907492-1998704,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,MEN5004,MEN5004-KR-XXL,kurta,XXL,B08YZ16M9S,Shipped,1,INR,484.0,Bharuch,Gujarat,392130.0,IN,False,Easy Ship
8067,171-2492819-5287558,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3365,JNE3365-KR-1052-A-XS,kurta,XS,B07WS16Z76,Shipped,1,INR,376.0,MOHALI,PUNJAB,140301.0,IN,False,Easy Ship
8072,406-3899397-5904323,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-S,Western Dress,S,B09SDXB141,Shipped,1,INR,771.0,BENGALURU,KARNATAKA,560100.0,IN,False,Easy Ship
8073,406-8649792-8089149,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0299,J0299-KR-XS,kurta,XS,B099FDMPVZ,Shipped,1,INR,345.0,AGRA,UTTAR PRADESH,282007.0,IN,False,Easy Ship
8074,406-8649792-8089149,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0348,J0348-SET-XS,Set,XS,B09HNQ2PLB,Shipped,1,INR,499.0,AGRA,UTTAR PRADESH,282007.0,IN,False,Easy Ship
8081,408-5472102-5373957,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XL,kurta,XL,B09HMY74F6,Shipped,1,INR,517.0,MYSURU,KARNATAKA,570022.0,IN,False,Easy Ship
8085,171-3078638-4611566,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,SET239,SET239-KR-NP-XXL,Set,XXL,B08V1Q4V1K,Shipped,1,INR,654.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
8086,171-8523305-6037964,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654.0,NASHIK,MAHARASHTRA,422008.0,IN,False,Easy Ship
8087,406-8004576-8981108,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3805,JNE3805-KR-S,kurta,S,B09K3T9XRW,Shipped,1,INR,459.0,HYDERABAD,TELANGANA,500092.0,IN,False,Easy Ship
8088,406-8004576-8981108,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399.0,HYDERABAD,TELANGANA,500092.0,IN,False,Easy Ship
8092,405-7373797-6020341,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3659,JNE3659-TP-N-XXL,Top,XXL,B08ZJBYJTN,Shipped,1,INR,493.0,BENGALURU,KARNATAKA,560035.0,IN,False,Easy Ship
8094,406-8884298-8020359,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-L,kurta,L,B09HMSSM5B,Shipped,1,INR,517.0,Thane,MAHARASHTRA,421204.0,IN,False,Easy Ship
8098,405-6638047-5985921,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE1998,JNE1998-KR-311-XL,kurta,XL,B074XD94GB,Shipped,1,INR,295.0,Gadag Betigeri,KARNATAKA,582101.0,IN,False,Easy Ship
8100,405-7803678-3333160,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3710,JNE3710-DR-L,Western Dress,L,B091SW66WJ,Shipped,1,INR,690.0,MUMBAI,MAHARASHTRA,400051.0,IN,False,Easy Ship
8106,402-7116282-0817950,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Shipped,1,INR,563.0,NAHARLAGUN,ARUNACHAL PRADESH,791110.0,IN,False,Easy Ship
8111,402-0320895-7773930,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3800,JNE3800-KR-A-S,Western Dress,S,B09TH5VZK6,Shipped,1,INR,771.0,SRICITY,ANDHRA PRADESH,517541.0,IN,False,Easy Ship
8113,403-7611080-8168342,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0006,J0006-SET-XL,Ethnic Dress,XL,B0894XHM78,Shipped,1,INR,845.0,NEW DELHI,DELHI,110016.0,IN,False,Easy Ship
8114,408-3786964-0925908,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP-XXXL,Set,3XL,B09RKDPH6J,Shipped,1,INR,0.0,Budgam,JAMMU & KASHMIR,191111.0,IN,False,Easy Ship
8116,407-4650709-9815552,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3423,JNE3423-KR-XL,kurta,XL,B081WRP562,Shipped,1,INR,399.0,MUMBAI,MAHARASHTRA,400057.0,IN,False,Easy Ship
8120,404-0018575-3344336,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XS,Set,XS,B09KXSVTDB,Shipped,1,INR,666.0,Ropar,Punjab,140001.0,IN,False,Easy Ship
8121,408-6958636-3071545,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET397,SET397-KR-NP  -M,Set,M,B09RKD6KWL,Shipped,1,INR,0.0,MANDI,HIMACHAL PRADESH,175001.0,IN,False,Easy Ship
8122,404-1567705-6465119,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,654.0,Ropar,Punjab,140001.0,IN,False,Easy Ship
8123,404-9899553-2782751,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET347,SET347-KR-NP-XS,Set,XS,B09RKFBMYD,Shipped,1,INR,852.0,BILASPUR,CHHATTISGARH,495001.0,IN,False,Easy Ship
8125,408-9394857-2259569,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-XS,Set,XS,B0894WW15B,Shipped,1,INR,0.0,SHIMLA,HIMACHAL PRADESH,171013.0,IN,False,Easy Ship
8128,404-4949424-8861154,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3612,JNE3612-KR-XL,kurta,XL,B091Q8L39S,Shipped,1,INR,399.0,HUBBALLI,KARNATAKA,580024.0,IN,False,Easy Ship
8129,404-4949424-8861154,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3612,JNE3612-KR-L,kurta,L,B091Q9FZ36,Shipped,1,INR,399.0,HUBBALLI,KARNATAKA,580024.0,IN,False,Easy Ship
8130,403-1123573-5461951,2022-04-25,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-M,kurta,M,B079WX69ZM,Shipped,1,INR,495.0,Kolaghat,WEST BENGAL,721151.0,IN,False,Easy Ship
8131,402-3612387-3681134,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3334,JNE3334-KR-XL,kurta,XL,B07S8WFN2J,Shipped,1,INR,318.0,DIBRUGARH,ASSAM,786001.0,IN,False,Easy Ship
8132,407-2128267-3405135,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XL,kurta,XL,B09HMY74F6,Shipped,1,INR,517.0,ERNAKULAM,KERALA,682315.0,IN,False,Easy Ship
8136,405-7596517-8068361,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3784,JNE3784-KR-L,kurta,L,B09K3TM23D,Shipped,1,INR,458.0,ABU ROAD,RAJASTHAN,307026.0,IN,False,Easy Ship
8137,404-9310162-0030715,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3363,JNE3363-KR-1032-XXL,kurta,XXL,B07T62PKNM,Shipped,1,INR,376.0,CHENNAI,TAMIL NADU,600012.0,IN,False,Easy Ship
8138,406-8972647-1017160,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-XL,kurta,XL,B09HMY74F6,Shipped,1,INR,517.0,Nagpur,MAHARASHTRA,440030.0,IN,False,Easy Ship
8139,407-3801619-8023565,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,1,INR,626.0,BHAVNAGAR,Gujarat,364003.0,IN,False,Easy Ship
8142,406-3311010-6186704,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0401,J0401-DR-S,Western Dress,S,B09SDYGHX3,Shipped,1,INR,885.0,LUDHIANA,PUNJAB,141001.0,IN,False,Easy Ship
8144,171-0893214-7318701,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0335,J0335-DR-L,Western Dress,L,B09831T4CQ,Shipped,1,INR,807.0,MUMBAI,MAHARASHTRA,400013.0,IN,False,Easy Ship
8152,408-7907425-6921916,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399.0,MARIGAON,ASSAM,782105.0,IN,False,Easy Ship
8153,171-4750992-8219539,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,BTM038,BTM038-PP-L,Bottom,L,B08KRQRBQH,Shipped,1,INR,377.0,CHENNAI,TAMIL NADU,600048.0,IN,False,Easy Ship
8154,171-0505442-4149126,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET355,SET355-KR-PP-M,Set,M,B09RKDPHFP,Shipped,1,INR,1399.0,BHUBANESWAR,ODISHA,751006.0,IN,False,Easy Ship
8155,171-0505442-4149126,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET224,SET224-KR-NP-S,Set,S,B08MXCX8LS,Shipped,1,INR,1369.0,BHUBANESWAR,ODISHA,751006.0,IN,False,Easy Ship
8158,407-4616647-7480348,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3427,JNE3427-KR-L,kurta,L,B083177VXY,Shipped,1,INR,259.0,HASSAN,KARNATAKA,573201.0,IN,False,Easy Ship
8159,407-4616647-7480348,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3773,JNE3773-KR-L,kurta,L,B09K3ZB6BQ,Shipped,1,INR,280.0,HASSAN,KARNATAKA,573201.0,IN,False,Easy Ship
8160,407-4616647-7480348,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3476,JNE3476-KR-L,kurta,L,B08B3YN5Y7,Shipped,1,INR,363.0,HASSAN,KARNATAKA,573201.0,IN,False,Easy Ship
8163,403-0607547-2457946,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-M,kurta,M,B081WVMMCY,Shipped,1,INR,399.0,Pune,MAHARASHTRA,411014.0,IN,False,Easy Ship
8166,407-8960599-7474708,2022-04-25,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3818,JNE3818-KR-L,kurta,L,B09LTZH194,Shipped,1,INR,499.0,Bangalore,KARNATAKA,560048.0,IN,False,Easy Ship
